Product Name,Supported Apps,OS,Resolution,Speaker Output,Refresh Rate,Rating,Original Price,Discounted Price
Micromax 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->43,990</div>","<div class=""_30jeq3 _1_WHN1"">₹26,499</div>"
iFFALCON by TCL AI Powered K31 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with HDR 10,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->47,990</div>","<div class=""_30jeq3 _1_WHN1"">₹29,999</div>"
Micromax 124 cm (49 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.1,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->59,990</div>","<div class=""_30jeq3 _1_WHN1"">₹42,490</div>"
Mi 4X Pro 138.8 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Android,Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->49,999</div>","<div class=""_30jeq3 _1_WHN1"">₹39,999</div>"
Vu Premium Android 138 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Cricket Mode,Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->58,000</div>","<div class=""_30jeq3 _1_WHN1"">₹36,999</div>"
Nokia 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV with Sound by Onkyo,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,48 W Speaker Output,60 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->54,999</div>","<div class=""_30jeq3 _1_WHN1"">₹38,999</div>"
SAMSUNG Crystal 4K Pro 108 cm (43 inch) Ultra HD (4K) LED Smart TV with Voice Search,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->54,900</div>","<div class=""_30jeq3 _1_WHN1"">₹40,999</div>"
SAMSUNG Crystal 4K Pro 138 cm (55 inch) Ultra HD (4K) LED Smart TV with Voice Search,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->76,900</div>","<div class=""_30jeq3 _1_WHN1"">₹58,999</div>"
iFFALCON by TCL 138.6 cm (55 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,4.2,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->70,990</div>","<div class=""_30jeq3 _1_WHN1"">₹43,699</div>"
SAMSUNG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->48,900</div>","<div class=""_30jeq3 _1_WHN1"">₹38,999</div>"
Vu Premium Android 163cm (65 inch) Ultra HD (4K) LED Smart TV,Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->83,000</div>","<div class=""_30jeq3 _1_WHN1"">₹58,704</div>"
MOTOROLA 189 cm (75 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.2,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->2,61,900</div>","<div class=""_30jeq3 _1_WHN1"">₹1,19,999</div>"
iFFALCON by TCL 138.6 cm (55 inch) Ultra HD (4K) LED Smart Android TV with HandsFree Voice Search,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,06,990</div>","<div class=""_30jeq3 _1_WHN1"">₹36,999</div>"
iFFALCON by TCL AI Powered K3A 138.78 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Super Narro...,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.5,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->89,990</div>","<div class=""_30jeq3 _1_WHN1"">₹38,999</div>"
TOSHIBA U79 Series 164 cm (65 inch) Ultra HD (4K) LED Smart TV with Dolby Vision & ATMOS,Netflix|Prime Video|Youtube,Operating System: VIDAA,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,4.5,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->84,990</div>","<div class=""_30jeq3 _1_WHN1"">₹68,999</div>"
Vu Pixelight 138 cm (55 inch) Ultra HD (4K) LED Smart TV,Netflix|Youtube,Operating System: Linux,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->50,990</div>","<div class=""_30jeq3 _1_WHN1"">₹32,200</div>"
Vu Pixelight 126 cm (50 inch) Ultra HD (4K) LED Smart TV,Netflix|Youtube,Operating System: Linux,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->41,990</div>","<div class=""_30jeq3 _1_WHN1"">₹27,999</div>"
Vu 190 cm (75 inch) Ultra HD (4K) LED Smart Android TV,Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->2,50,000</div>","<div class=""_30jeq3 _1_WHN1"">₹1,08,000</div>"
Vu Premium Android 108cm (43 inch) Ultra HD (4K) LED Smart TV,Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->43,000</div>","<div class=""_30jeq3 _1_WHN1"">₹26,990</div>"
SAMSUNG Crystal 4K Pro 125 cm (50 inch) Ultra HD (4K) LED Smart TV with Voice Search,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->71,400</div>","<div class=""_30jeq3 _1_WHN1"">₹53,999</div>"
SAMSUNG Crystal 4K 138 cm (55 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.2,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->69,900</div>","<div class=""_30jeq3 _1_WHN1"">₹54,999</div>"
SAMSUNG The Frame 2020 Series 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,Netflix|Prime Video|Apple TV|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,120 Hz Refresh Rate,4.6,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,29,900</div>","<div class=""_30jeq3 _1_WHN1"">₹81,999</div>"
PHILIPS 6600 Series 126 cm (50 inch) Ultra HD (4K) LED Smart TV,Netflix|Youtube,Operating System: Linux based,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.2,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,05,990</div>","<div class=""_30jeq3 _1_WHN1"">₹39,999</div>"
Vu 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,60 Hz Refresh Rate,4.1,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->60,000</div>","<div class=""_30jeq3 _1_WHN1"">₹40,999</div>"
SAMSUNG The Frame 2021 Series 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,120 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,44,900</div>","<div class=""_30jeq3 _1_WHN1"">₹93,999</div>"
OnePlus U Series 138.8 cm (55 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->59,999</div>","<div class=""_30jeq3 _1_WHN1"">₹52,999</div>"
SAMSUNG Crystal 4K 125 cm (50 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.2,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->68,400</div>","<div class=""_30jeq3 _1_WHN1"">₹50,999</div>"
MOTOROLA ZX 164 cm (65 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,15,399</div>","<div class=""_30jeq3 _1_WHN1"">₹62,999</div>"
TOSHIBA U50 Series 126 cm (50 inch) Ultra HD (4K) LED Smart TV with Dolby Vision & ATMOS,Netflix|Prime Video|Youtube,Operating System: VIDAA,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->46,990</div>","<div class=""_30jeq3 _1_WHN1"">₹37,999</div>"
SAMSUNG 125 cm (50 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.1,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->70,900</div>","<div class=""_30jeq3 _1_WHN1"">₹54,500</div>"
Vu Premium 164 cm (65 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->75,000</div>","<div class=""_30jeq3 _1_WHN1"">₹62,999</div>"
Vu 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.4,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->75,000</div>","<div class=""_30jeq3 _1_WHN1"">₹47,290</div>"
iFFALCON by TCL 138.6 cm (55 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,4.2,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->70,990</div>","<div class=""_30jeq3 _1_WHN1"">₹43,699</div>"
SAMSUNG Crystal 4K 163 cm (65 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.2,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,16,900</div>","<div class=""_30jeq3 _1_WHN1"">₹87,999</div>"
Coocaa 138 cm (55 inch) Ultra HD (4K) LED Smart Android TV with 10.0 Q,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->73,990</div>","<div class=""_30jeq3 _1_WHN1"">₹40,499</div>"
MOTOROLA ZX 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV with Wireless Gamepad,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->61,600</div>","<div class=""_30jeq3 _1_WHN1"">₹40,999</div>"
iFFALCON by TCL 138.6 cm (55 inch) Ultra HD (4K) LED Smart Android TV with HandsFree Voice Search,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,06,990</div>","<div class=""_30jeq3 _1_WHN1"">₹36,999</div>"
Coocaa 127 cm (50 inch) Ultra HD (4K) LED Smart TV,Netflix|Prime Video|Youtube,Operating System: Linux,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.2,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->53,990</div>","<div class=""_30jeq3 _1_WHN1"">₹29,999</div>"
SAMSUNG 139 cm (55 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.2,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->86,900</div>","<div class=""_30jeq3 _1_WHN1"">₹59,890</div>"
SAMSUNG The Frame 2021 Series 163 cm (65 inch) QLED Ultra HD (4K) Smart TV,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,120 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->2,22,900</div>","<div class=""_30jeq3 _1_WHN1"">₹1,29,999</div>"
SAMSUNG Q Series 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,200 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->2,44,900</div>","<div class=""_30jeq3 _1_WHN1"">₹1,59,500</div>"
SAMSUNG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.1,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->60,900</div>","<div class=""_30jeq3 _1_WHN1"">₹48,990</div>"
SAMSUNG Series 7 163 cm (65 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4.9,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->2,09,900</div>","<div class=""_30jeq3 _1_WHN1"">₹1,22,299</div>"
SAMSUNG 108 cm (43 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.2,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->56,900</div>","<div class=""_30jeq3 _1_WHN1"">₹45,990</div>"
SAMSUNG Q70RAK 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,200 Hz Refresh Rate,4.6,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,69,900</div>","<div class=""_30jeq3 _1_WHN1"">₹1,28,999</div>"
iFFALCON by TCL 163.8 cm (65 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,16 W Speaker Output,60 Hz Refresh Rate,4.1,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,09,990</div>","<div class=""_30jeq3 _1_WHN1"">₹59,999</div>"
SAMSUNG The Serif Series 108 cm (43 inch) QLED Ultra HD (4K) Smart TV,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,60 Hz Refresh Rate,4.9,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->94,900</div>","<div class=""_30jeq3 _1_WHN1"">₹64,999</div>"
SAMSUNG Series 7 123 cm (49 inch) Ultra HD (4K) LED Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.6,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->99,900</div>","<div class=""_30jeq3 _1_WHN1"">₹64,499</div>"
Micromax 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,4.1,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->69,990</div>","<div class=""_30jeq3 _1_WHN1"">₹49,999</div>"
SAMSUNG The Frame 2021 Series 125 cm (50 inch) QLED Ultra HD (4K) Smart TV,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->1,19,900</div>","<div class=""_30jeq3 _1_WHN1"">₹79,999</div>"
SAMSUNG Q70RAK 163 cm (65 inch) QLED Ultra HD (4K) Smart TV,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,200 Hz Refresh Rate,5,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->2,79,900</div>","<div class=""_30jeq3 _1_WHN1"">₹2,24,999</div>"
Haier 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,4.3,"<div class=""_3I9_wc _27UcVY"">₹<!-- -->54,990</div>","<div class=""_30jeq3 _1_WHN1"">₹43,999</div>"
